horizon,MAE,RMSE,MAPE_%,R2
24h,38.248970920926844,46.23780682732897,0.6227181047519791,0.9958932330703083
72h,39.226533201977205,47.189578164916824,0.6516398960169882,0.9955438598190892
168h,41.27690610087361,50.66951974568352,0.6802374380738405,0.9948517532977156
