horizon,MAE,RMSE,MAPE_%,R2
24h,120.81236330054041,145.7511677987237,2.0066203939465255,0.9591934677464973
72h,127.57634959102627,151.10712055451796,2.150164420599339,0.9543083844586671
168h,132.02572480570927,157.72853331062754,2.1923686444639765,0.9501131245429246
